artist,song,duration_ms,year,top half,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,explicit,explicity binary
Miley Cyrus,Party In The U.S.A.,202066,2009,1,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,pop,False,0
Jordin Sparks,Battlefield,241920,2009,1,0.613,0.634,2,-3.472,1,0.0339,0.0178,0.0,0.0639,0.37,144.953,"pop, R&B",False,0
Ne-Yo,Mad,254533,2008,1,0.731,0.644,0,-5.348,1,0.0343,0.665,0.0,0.11,0.691,129.94,"pop, R&B",False,0
Green Day,21 Guns,321093,2009,1,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,rock,False,0
Keri Hilson,Knock You Down,326186,2009,1,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,"pop, R&B",False,0
Taylor Swift,You Belong With Me,231146,2008,1,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964,pop,False,0
Shinedown,Second Chance,222066,2008,1,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,"rock, metal",False,0
Asher Roth,I Love College,241933,2009,1,0.713,0.826,8,-4.075,1,0.243,0.0897,0.0,0.421,0.664,86.444,"hip hop, pop",True,1
Katy Perry,Waking Up In Vegas,199186,2008,0,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,130.989,pop,False,0
Kelly Clarkson,My Life Would Suck Without You,211493,2009,1,0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.144,0.424,144.982,"pop, R&B",False,0
Mumford & Sons,Little Lion Man,245173,2009,1,0.517,0.492,5,-8.05,1,0.0272,0.0275,3.19e-05,0.0873,0.455,138.585,"Folk/Acoustic, rock, pop",True,1
The Fray,You Found Me,241853,2009,1,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,pop,False,0
Bruno Mars,Just the Way You Are,220734,2010,1,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,pop,False,0
Eminem,Love The Way You Lie,263373,2010,1,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,hip hop,True,1
Lady Gaga,Bad Romance,294573,2009,1,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,pop,True,1
Stromae,Alors on danse - Radio Edit,206066,2010,1,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,pop,False,0
Kesha,TiK ToK,199693,2010,1,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,"pop, Dance/Electronic",False,0
David Guetta,Memories (feat. Kid Cudi),210853,2010,1,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,"hip hop, pop, Dance/Electronic",False,0
Taio Cruz,Dynamite,202613,2010,1,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,"hip hop, pop",False,0
Rihanna,Only Girl (In The World),235493,2010,1,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,"hip hop, pop, R&B",False,0
Katy Perry,California Gurls,234653,2012,1,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,pop,False,0
Kesha,Take It Off,215200,2010,1,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,"pop, Dance/Electronic",False,0
INNA,Hot - Play & Win Radio Version,217036,2010,0,0.817,0.939,7,-6.079,0,0.28,0.0798,0.441,0.431,0.599,128.0,pop,False,0
Far East Movement,Like A G6,216893,2010,1,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,"hip hop, pop",False,0
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),188000,2010,1,0.615,0.913,10,-5.077,0,0.0816,0.178,0.0,0.0773,0.45,129.944,"hip hop, pop, Dance/Electronic",False,0
Duck Sauce,Barbra Streisand - Radio Edit,196533,2010,0,0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,Dance/Electronic,False,0
Lucenzo,Danza Kuduro (feat. Don Omar),213986,2011,0,0.622,0.942,7,-6.365,1,0.112,0.00713,0.0,0.0715,0.773,130.003,latin,False,0
Rihanna,Te Amo,208426,2009,1,0.567,0.707,8,-5.455,0,0.0818,0.541,0.000176,0.1,0.751,171.917,"hip hop, pop, R&B",True,1
Timbaland,Carry Out (Featuring Justin Timberlake),232466,2009,1,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,"hip hop, pop, R&B",False,0
DJ Fresh,Gold Dust - Radio Edit,192446,2010,1,0.451,0.948,0,-0.74,1,0.147,0.255,0.0,0.392,0.295,176.985,"pop, Dance/Electronic",False,0
Edward Maya,Stereo Love - Radio Edit,184573,2010,1,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop,False,0
Taio Cruz,Break Your Heart,201546,2010,1,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,"hip hop, pop",False,0
Black Eyed Peas,Imma Be,257560,2009,1,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,"hip hop, pop",False,0
Sidney Samson,Riverside,320348,2009,0,0.804,0.976,1,-2.458,0,0.0445,0.00023,0.894,0.125,0.237,125.997,Dance/Electronic,True,1
Eminem,Not Afraid,248133,2010,1,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,hip hop,True,1
Lady Gaga,Alejandro,274213,2009,1,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,pop,False,0
Rihanna,Rude Boy,222920,2009,1,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,"hip hop, pop, R&B",True,1
Ne-Yo,Beautiful Monster,251573,2010,1,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.277,0.494,128.013,"pop, R&B",False,0
3OH!3,Starstrukk,203093,2010,0,0.605,0.795,11,-6.086,0,0.0712,0.00153,0.0,0.207,0.263,139.896,"hip hop, pop, rock",False,0
Black Eyed Peas,The Time (Dirty Bit),307640,2010,1,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,"hip hop, pop",False,0
Kelly Rowland,Commander,218106,2011,1,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,"hip hop, pop, R&B",False,0
Swedish House Mafia,One (Your Name) - Radio Edit,163246,2010,1,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,"pop, Dance/Electronic",False,0
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,2011,1,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,"hip hop, pop, R&B",True,1
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,2010,1,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,"hip hop, pop, R&B",False,0
Iyaz,Replay,182306,2009,1,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,"hip hop, pop",False,0
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,2010,1,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,"hip hop, pop",False,0
Sean Kingston,Eenie Meenie,201946,2010,1,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,"hip hop, pop, R&B",False,0
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,1,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,"hip hop, pop",True,1
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,2010,1,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,"hip hop, pop, Dance/Electronic",False,0
Bruno Mars,Talking to the Moon,217866,2010,1,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,pop,False,0
Miley Cyrus,Can't Be Tamed,168213,2010,0,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,pop,False,0
Mike Posner,Cooler Than Me - Single Mix,213293,2010,1,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,"hip hop, pop, Dance/Electronic",False,0
Lady Gaga,Telephone,220640,2009,1,0.824,0.836,3,-5.903,1,0.0404,0.00521,0.000817,0.112,0.716,122.014,pop,False,0
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,2010,0,0.901,0.805,6,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,Dance/Electronic,False,0
Rihanna,Hard,250600,2009,1,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,"hip hop, pop, R&B",True,1
Tinie Tempah,Pass Out,268053,2010,0,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,"hip hop, pop, Dance/Electronic",True,1
Adam Lambert,Whataya Want from Me,227320,2009,1,0.438,0.672,11,-4.706,0,0.0429,0.0055,0.0,0.0583,0.457,185.934,pop,False,0
Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,"hip hop, pop, R&B",True,1
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,2009,1,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,"hip hop, pop, R&B",False,0
Enrique Iglesias,I Like It,231373,2010,1,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,"pop, latin",False,0
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,2010,0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,"pop, Dance/Electronic",False,0
Usher,OMG (feat. will.i.am),269493,2010,1,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,"hip hop, pop, R&B",False,0
Maroon 5,Misery,216200,2010,1,0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978,pop,False,0
Jay Sean,Down,212106,2009,0,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,"hip hop, pop, R&B",False,0
Rihanna,Man Down,267000,2010,1,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,"hip hop, pop, R&B",True,1
3OH!3,My First Kiss (feat. Ke$ha),192440,2010,1,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,"hip hop, pop, rock",False,0
Justin Bieber,Baby,214240,2010,1,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,pop,False,0
Cali Swag District,Teach Me How to Dougie,237480,2011,1,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,"hip hop, pop",True,1
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,2010,0,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,"pop, Dance/Electronic",True,1
K'NAAN,Wavin' Flag,220520,2009,1,0.625,0.699,0,-6.416,1,0.0729,0.13,0.0,0.238,0.717,75.974,set(),False,0
Ludacris,How Low,201586,2010,1,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,"hip hop, pop",True,1
Kesha,Blah Blah Blah (feat. 3OH!3),172053,2010,1,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,"pop, Dance/Electronic",True,1
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,2010,0,0.544,0.781,10,-3.616,1,0.189,0.014,0.0,0.161,0.277,150.1,"hip hop, pop",True,1
Jason Derulo,In My Head,199026,2010,1,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,"hip hop, pop",False,0
Aloe Blacc,I Need A Dollar,243053,2010,0,0.84,0.482,6,-7.116,0,0.0333,0.202,0.0,0.0873,0.957,95.498,R&B,False,0
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,2010,1,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,"hip hop, pop",True,1
Ludacris,My Chick Bad,216933,2010,1,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,"hip hop, pop",True,1
Nelly,Just A Dream,237800,2010,1,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,"hip hop, pop, R&B",False,0
Rihanna,What's My Name?,263173,2010,1,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,"hip hop, pop, R&B",False,0
Shontelle,Impossible,226533,2010,0,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,"pop, R&B",False,0
Take That,The Flood,289359,2010,1,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-06,0.122,0.138,100.631,pop,False,0
Trey Songz,Say Aah (feat. Fabolous),207546,2009,0,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,"hip hop, pop, R&B",False,0
Jason Derulo,Whatcha Say,221253,2010,1,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,"hip hop, pop",False,0
Drake,Over,233560,2010,1,0.325,0.848,7,-5.611,1,0.279,0.0109,0.0,0.124,0.433,100.093,"hip hop, pop, R&B",True,1
Example,Kickstarts,181826,2010,1,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,"pop, Dance/Electronic",False,0
Plan B,She Said,208853,2010,1,0.72,0.538,3,-5.85,0,0.141,0.301,3.03e-06,0.144,0.815,147.007,Dance/Electronic,False,0
The Saturdays,Higher,207613,2010,1,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,"pop, Dance/Electronic",False,0
Jay Sean,Do You Remember,210306,2009,0,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,"hip hop, pop, R&B",False,0
Usher,Hey Daddy (Daddy's Home),224093,2010,1,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,"hip hop, pop, R&B",False,0
Lil Wayne,Right Above It,271946,2010,1,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,"hip hop, pop",True,1
The Wanted,All Time Low,205200,2010,0,0.689,0.615,8,-5.022,0,0.0563,0.352,0.0,0.0789,0.783,134.036,"pop, Dance/Electronic",False,0
Kesha,Your Love Is My Drug,187133,2010,1,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,"pop, Dance/Electronic",False,0
Ellie Goulding,Starry Eyed,176613,2010,0,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,"pop, rock, Dance/Electronic",False,0
Drake,Find Your Love,208946,2010,1,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,"hip hop, pop, R&B",False,0
Jason Derulo,Ridin' Solo,215746,2010,1,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,"hip hop, pop",False,0
Two Door Cinema Club,What You Know,189693,2010,0,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,"World/Traditional, rock, pop",False,0
JAY-Z,Young Forever,253906,2009,1,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329,hip hop,True,1
Young Money,BedRock,288133,2009,1,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,"hip hop, pop",True,1
B.o.B,Nothin' on You (feat. Bruno Mars),268320,2010,1,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,"hip hop, pop",False,0
Katy Perry,Teenage Dream,227741,2010,1,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,pop,False,0
Scouting For Girls,This Ain't a Love Song,210680,2017,0,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667,"pop, rock",False,0
Travie McCoy,Billionaire (feat. Bruno Mars),211160,2010,1,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,"hip hop, pop",True,1
Owl City,Fireflies,228346,2009,1,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,"rock, pop",False,0
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,2009,1,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,"pop, R&B",False,0
Lady A,Need You Now,236440,2010,1,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,"pop, country",False,0
Taylor Swift,Back To December,293026,2010,1,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,pop,False,0
Neon Trees,Animal,212306,2010,1,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,"rock, pop",False,0
Kris Allen,Live Like We're Dying,212506,2009,0,0.589,0.893,0,-2.948,1,0.0397,0.0273,0.0,0.343,0.94,92.011,pop,False,0
Matt Cardle,When We Collide,226000,2011,0,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26e-06,0.313,0.447,81.986,pop,False,0
Robyn,Dancing On My Own,288670,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,"pop, Dance/Electronic",False,0
The Band Perry,If I Die Young,222773,2010,1,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,country,False,0
B.o.B,Magic (feat. Rivers Cuomo),196133,2010,1,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,"hip hop, pop",False,0
Adele,Rolling in the Deep,228093,2011,0,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,"pop, R&B",True,1
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,2010,1,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,pop,False,0
LMFAO,Party Rock Anthem,262146,2011,1,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,"hip hop, pop, Dance/Electronic",False,0
Katy Perry,Firework,227893,2010,1,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,pop,False,0
Bruno Mars,Grenade,222091,2010,1,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,pop,False,0
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,2011,1,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,"hip hop, pop, latin",False,0
Alexandra Stan,Mr. Saxobeat,195105,2011,0,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,"pop, Dance/Electronic",False,0
David Guetta,Who's That Chick? (feat. Rihanna),201040,2010,1,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,"hip hop, pop, Dance/Electronic",False,0
Jennifer Lopez,On The Floor,284866,2011,1,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,"hip hop, pop, R&B",False,0
Rihanna,S&M,243533,2010,1,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,"hip hop, pop, R&B",False,0
Kesha,Blow,219973,2010,1,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,"pop, Dance/Electronic",False,0
Snoop Dogg,Sweat - Remix,195986,2011,1,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,"hip hop, pop",False,0
Taio Cruz,Higher,187626,2010,1,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,"hip hop, pop",False,0
Usher,More - RedOne Jimmy Joker Remix,219986,2010,1,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,"hip hop, pop, R&B",False,0
Example,Changed the Way You Kiss Me - Radio Edit,195466,2011,0,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,"pop, Dance/Electronic",False,0
Black Eyed Peas,Just Can’t Get Enough,219426,2010,1,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,"hip hop, pop",False,0
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,2012,1,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,"hip hop, pop, Dance/Electronic",True,1
Lykke Li,I Follow Rivers - The Magician Remix,281106,2011,0,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,"pop, Dance/Electronic",False,0
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,2011,1,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,"hip hop, pop, latin",False,0
Selena Gomez & The Scene,Love You Like A Love Song,188453,2011,1,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,"pop, Dance/Electronic",False,0
Wiz Khalifa,Black and Yellow,217666,2011,1,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,"hip hop, pop",True,1
Katy Perry,E.T.,229573,2012,1,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,pop,False,0
Britney Spears,I Wanna Go,210266,2011,1,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,pop,False,0
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,2011,1,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,"hip hop, pop",False,0
Edward Maya,Stereo Love - Radio Edit,184573,2010,1,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop,False,0
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,2010,1,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,"pop, latin",True,1
Jeremih,Down On Me,228453,2010,1,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,"hip hop, pop, R&B",False,0
Sak Noel,Loca People - Radio Edit,215624,2011,0,0.926,0.808,11,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,Dance/Electronic,True,1
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,2011,1,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,"pop, Dance/Electronic",False,0
LMFAO,Sexy And I Know It,199480,2011,1,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic",False,0
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,2011,1,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,"pop, Dance/Electronic",False,0
Jessie J,Do It Like A Dude,195240,2011,1,0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,"hip hop, pop",True,1
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,2012,1,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,"pop, Dance/Electronic",False,0
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,1,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,"hip hop, pop",True,1
Nickelback,When We Stand Together,190786,2011,1,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,"rock, metal",False,0
M83,Midnight City,243960,2011,1,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,"rock, pop, metal, Dance/Electronic",False,0
Britney Spears,Till the World Ends,237946,2011,1,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,pop,False,0
Labrinth,Earthquake (feat. Tinie Tempah),274600,2012,1,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,pop,True,1
Jason Derulo,Don't Wanna Go Home,206080,2011,1,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,"hip hop, pop",False,0
Coldplay,Paradise,278719,2011,1,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,"rock, pop",False,0
Katy Perry,Last Friday Night (T.G.I.F.),230746,2012,1,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,pop,False,0
Adele,Set Fire to the Rain,242973,2011,0,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,"pop, R&B",False,0
Dr. Dre,I Need A Doctor,283733,2011,1,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,hip hop,True,1
Lil Wayne,6 Foot 7 Foot,248586,2011,0,0.364,0.752,2,-5.429,1,0.304,0.0007,0.0,0.318,0.606,79.119,"hip hop, pop",True,1
DJ Khaled,I'm On One,296146,2011,1,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,"hip hop, pop",True,1
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,2011,1,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,"hip hop, pop, R&B",True,1
Far East Movement,Rocketeer,211253,2010,1,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,"hip hop, pop",False,0
The Wanted,Glad You Came,197935,2011,1,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,"pop, Dance/Electronic",False,0
Kesha,We R Who We R,204760,2010,1,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,"pop, Dance/Electronic",False,0
Kelly Rowland,Motivation,230560,2011,1,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,"hip hop, pop, R&B",False,0
Rihanna,We Found Love,215226,2011,1,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B",False,0
Nicole Scherzinger,Don't Hold Your Breath,197440,2011,1,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,"pop, Dance/Electronic",False,0
Mann,Buzzin Remix,224333,2011,0,0.687,0.939,10,-4.372,0,0.146,0.0887,0.0,0.283,0.539,104.029,"hip hop, pop",True,1
Chris Brown,Yeah 3x,241666,2011,1,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,"hip hop, pop, R&B",True,1
Swedish House Mafia,Save The World,213337,2011,1,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,"pop, Dance/Electronic",False,0
Kanye West,All Of The Lights,299613,2010,1,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,hip hop,True,1
